file	mutator	line	verdict	old	new
CreditKeys.sol	BOR	69	UNCAUGHT	return (uint256(paidAt) << ID_BITS) | id	return (uint256(paidAt) << ID_BITS) ^ id
CreditKeys.sol	BOR	69	UNCAUGHT	return (uint256(paidAt) << ID_BITS) | id	return (uint256(paidAt) >> ID_BITS) | id
CreditKeys.sol	BOR	69	CAUGHT	return (uint256(paidAt) << ID_BITS) | id	return (uint256(paidAt) ^ ID_BITS) | id
CreditKeys.sol	BOR	69	CAUGHT	return (uint256(paidAt) << ID_BITS) | id	return (uint256(paidAt) | ID_BITS) | id
CreditKeys.sol	BOR	71	UNCAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) & ID_BITS) | id
CreditKeys.sol	BOR	71	CAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) << ID_BITS) & id
CreditKeys.sol	BOR	71	CAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) << ID_BITS) << id
CreditKeys.sol	BOR	71	CAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) << ID_BITS) >> id
CreditKeys.sol	BOR	71	UNCAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) << ID_BITS) ^ id
CreditKeys.sol	BOR	71	UNCAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) >> ID_BITS) | id
CreditKeys.sol	BOR	71	CAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) ^ ID_BITS) | id
CreditKeys.sol	BOR	71	CAUGHT	return (colorRank(mask) << ID_BITS) | id	return (colorRank(mask) | ID_BITS) | id
CreditKeys.sol	BOR	73	CAUGHT	return (r.marks << ID_BITS) | id	return (r.marks & ID_BITS) | id
CreditKeys.sol	BOR	73	CAUGHT	return (r.marks << ID_BITS) | id	return (r.marks << ID_BITS) & id
CreditKeys.sol	BOR	73	UNCAUGHT	return (r.marks << ID_BITS) | id	return (r.marks << ID_BITS) << id
CreditKeys.sol	BOR	73	CAUGHT	return (r.marks << ID_BITS) | id	return (r.marks << ID_BITS) >> id
CreditKeys.sol	BOR	73	UNCAUGHT	return (r.marks << ID_BITS) | id	return (r.marks << ID_BITS) ^ id
CreditKeys.sol	BOR	73	UNCAUGHT	return (r.marks << ID_BITS) | id	return (r.marks >> ID_BITS) | id
CreditKeys.sol	BOR	73	CAUGHT	return (r.marks << ID_BITS) | id	return (r.marks ^ ID_BITS) | id
CreditKeys.sol	BOR	73	CAUGHT	return (r.marks << ID_BITS) | id	return (r.marks | ID_BITS) | id
CreditKeys.sol	BOR	74	CAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) & ID_BITS) | id
CreditKeys.sol	BOR	74	CAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) << ID_BITS) & id
CreditKeys.sol	BOR	74	CAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) << ID_BITS) << id
CreditKeys.sol	BOR	74	CAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) << ID_BITS) >> id
CreditKeys.sol	BOR	74	UNCAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) << ID_BITS) ^ id
CreditKeys.sol	BOR	74	UNCAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) >> ID_BITS) | id
CreditKeys.sol	BOR	74	CAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) ^ ID_BITS) | id
CreditKeys.sol	BOR	74	CAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	return ((type(uint32).max - r.eights) | ID_BITS) | id
CreditKeys.sol	BOR	75	UNCAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) & ID_BITS) | id
CreditKeys.sol	BOR	75	CAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) << ID_BITS) & id
CreditKeys.sol	BOR	75	UNCAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) << ID_BITS) << id
CreditKeys.sol	BOR	75	CAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) << ID_BITS) >> id
CreditKeys.sol	BOR	75	UNCAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) << ID_BITS) ^ id
CreditKeys.sol	BOR	75	UNCAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) >> ID_BITS) | id
CreditKeys.sol	BOR	75	CAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) ^ ID_BITS) | id
CreditKeys.sol	BOR	75	CAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	return ((5 - printRank(r.register)) | ID_BITS) | id
CreditKeys.sol	BOR	79	CAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) & ID_BITS) | id
CreditKeys.sol	BOR	79	CAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) << ID_BITS) & id
CreditKeys.sol	BOR	79	UNCAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) << ID_BITS) << id
CreditKeys.sol	BOR	79	CAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) << ID_BITS) >> id
CreditKeys.sol	BOR	79	UNCAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) << ID_BITS) ^ id
CreditKeys.sol	BOR	79	CAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) >> ID_BITS) | id
CreditKeys.sol	BOR	79	CAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) ^ ID_BITS) | id
CreditKeys.sol	BOR	79	CAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	return ((type(uint64).max - score) | ID_BITS) | id
CreditKeys.sol	CR	26	COMPILATION FAILURE	uint256 internal constant ID_BITS = 32	//uint256 internal constant ID_BITS = 32
CreditKeys.sol	CR	34	COMPILATION FAILURE	uint256 n = deposited.length	//uint256 n = deposited.length
CreditKeys.sol	CR	35	COMPILATION FAILURE	order.length != n	//order.length != n
CreditKeys.sol	CR	35	COMPILATION FAILURE	revert Bad("length")	//revert Bad("length")
CreditKeys.sol	CR	36	COMPILATION FAILURE	uint256[3] memory seen	//uint256[3] memory seen
CreditKeys.sol	CR	37	COMPILATION FAILURE	++i	//++i
CreditKeys.sol	CR	37	COMPILATION FAILURE	i < n	//i < n
CreditKeys.sol	CR	37	COMPILATION FAILURE	uint256 i	//uint256 i
CreditKeys.sol	CR	38	COMPILATION FAILURE	uint256 pos = type(uint256).max	//uint256 pos = type(uint256).max
CreditKeys.sol	CR	39	COMPILATION FAILURE	++j	//++j
CreditKeys.sol	CR	39	COMPILATION FAILURE	break	//break
CreditKeys.sol	CR	39	COMPILATION FAILURE	deposited[j] == order[i]	//deposited[j] == order[i]
CreditKeys.sol	CR	39	CAUGHT	for (uint256 j; j < n; ++j) if (deposited[j] == order[i]) { pos = j; break; }	//for (uint256 j; j < n; ++j) if (deposited[j] == order[i]) { pos = j; break; }
CreditKeys.sol	CR	39	COMPILATION FAILURE	j < n	//j < n
CreditKeys.sol	CR	39	COMPILATION FAILURE	pos = j	//pos = j
CreditKeys.sol	CR	39	COMPILATION FAILURE	uint256 j	//uint256 j
CreditKeys.sol	CR	40	COMPILATION FAILURE	pos == type(uint256).max	//pos == type(uint256).max
CreditKeys.sol	CR	40	COMPILATION FAILURE	revert Bad("not deposited")	//revert Bad("not deposited")
CreditKeys.sol	CR	41	COMPILATION FAILURE	uint256 w = pos >> 8	//uint256 w = pos >> 8
CreditKeys.sol	CR	42	COMPILATION FAILURE	uint256 bit = 1 << (pos & 255)	//uint256 bit = 1 << (pos & 255)
CreditKeys.sol	CR	43	CAUGHT	revert Bad("repeat")	//revert Bad("repeat")
CreditKeys.sol	CR	43	COMPILATION FAILURE	seen[w] & bit != 0	//seen[w] & bit != 0
CreditKeys.sol	CR	44	CAUGHT	seen[w] |= bit	//seen[w] |= bit
CreditKeys.sol	CR	46	COMPILATION FAILURE	p == Preset.Manual	//p == Preset.Manual
CreditKeys.sol	CR	46	CAUGHT	return;	//return;
CreditKeys.sol	CR	47	COMPILATION FAILURE	p == Preset.Deposit	//p == Preset.Deposit
CreditKeys.sol	CR	48	COMPILATION FAILURE	++i	//++i
CreditKeys.sol	CR	48	CAUGHT	for (uint256 i; i < n; ++i) if (order[i] != deposited[i]) revert Bad("order")	//for (uint256 i; i < n; ++i) if (order[i] != deposited[i]) revert Bad("order")
CreditKeys.sol	CR	48	COMPILATION FAILURE	i < n	//i < n
CreditKeys.sol	CR	48	COMPILATION FAILURE	order[i] != deposited[i]	//order[i] != deposited[i]
CreditKeys.sol	CR	48	CAUGHT	revert Bad("order")	//revert Bad("order")
CreditKeys.sol	CR	48	COMPILATION FAILURE	uint256 i	//uint256 i
CreditKeys.sol	CR	49	CAUGHT	return;	//return;
CreditKeys.sol	CR	51	COMPILATION FAILURE	p == Preset.Random	//p == Preset.Random
CreditKeys.sol	CR	52	COMPILATION FAILURE	uint256[] memory want = shuffle(deposited, seed)	//uint256[] memory want = shuffle(deposited, seed)
CreditKeys.sol	CR	53	COMPILATION FAILURE	++i	//++i
CreditKeys.sol	CR	53	CAUGHT	for (uint256 i; i < n; ++i) if (order[i] != want[i]) revert Bad("order")	//for (uint256 i; i < n; ++i) if (order[i] != want[i]) revert Bad("order")
CreditKeys.sol	CR	53	COMPILATION FAILURE	i < n	//i < n
CreditKeys.sol	CR	53	COMPILATION FAILURE	order[i] != want[i]	//order[i] != want[i]
CreditKeys.sol	CR	53	CAUGHT	revert Bad("order")	//revert Bad("order")
CreditKeys.sol	CR	53	COMPILATION FAILURE	uint256 i	//uint256 i
CreditKeys.sol	CR	54	CAUGHT	return;	//return;
CreditKeys.sol	CR	56	COMPILATION FAILURE	ICreditArt art = ICreditArt(credits.art())	//ICreditArt art = ICreditArt(credits.art())
CreditKeys.sol	CR	57	COMPILATION FAILURE	uint256 prev = key(p, credits, art, order[0])	//uint256 prev = key(p, credits, art, order[0])
CreditKeys.sol	CR	58	COMPILATION FAILURE	++i	//++i
CreditKeys.sol	CR	58	COMPILATION FAILURE	i < n	//i < n
CreditKeys.sol	CR	58	COMPILATION FAILURE	uint256 i = 1	//uint256 i = 1
CreditKeys.sol	CR	59	COMPILATION FAILURE	uint256 k = key(p, credits, art, order[i])	//uint256 k = key(p, credits, art, order[i])
CreditKeys.sol	CR	60	COMPILATION FAILURE	k <= prev	//k <= prev
CreditKeys.sol	CR	60	CAUGHT	revert Bad("order")	//revert Bad("order")
CreditKeys.sol	CR	61	CAUGHT	prev = k	//prev = k
CreditKeys.sol	CR	66	UNCAUGHT	require(id < 2 ** ID_BITS, "id")	//require(id < 2 ** ID_BITS, "id")
CreditKeys.sol	CR	67	COMPILATION FAILURE	p == Preset.Number	//p == Preset.Number
CreditKeys.sol	CR	67	COMPILATION FAILURE	return id	//return id
CreditKeys.sol	CR	68	COMPILATION FAILURE	uint64 paidAt = credits.timestampOf(id)	//uint64 paidAt = credits.timestampOf(id)
CreditKeys.sol	CR	69	COMPILATION FAILURE	p == Preset.Time	//p == Preset.Time
CreditKeys.sol	CR	69	COMPILATION FAILURE	return (uint256(paidAt) << ID_BITS) | id	//return (uint256(paidAt) << ID_BITS) | id
CreditKeys.sol	CR	70	COMPILATION FAILURE	uint256 mask = uint256(paidAt) % 15 + 1	//uint256 mask = uint256(paidAt) % 15 + 1
CreditKeys.sol	CR	71	COMPILATION FAILURE	p == Preset.Colors	//p == Preset.Colors
CreditKeys.sol	CR	71	COMPILATION FAILURE	return (colorRank(mask) << ID_BITS) | id	//return (colorRank(mask) << ID_BITS) | id
CreditKeys.sol	CR	72	COMPILATION FAILURE	ICreditArt.Read memory r = art.describe(credits.seedOf(id), paidAt)	//ICreditArt.Read memory r = art.describe(credits.seedOf(id), paidAt)
CreditKeys.sol	CR	73	COMPILATION FAILURE	p == Preset.Ink	//p == Preset.Ink
CreditKeys.sol	CR	73	CAUGHT	return (r.marks << ID_BITS) | id	//return (r.marks << ID_BITS) | id
CreditKeys.sol	CR	74	COMPILATION FAILURE	p == Preset.Eights	//p == Preset.Eights
CreditKeys.sol	CR	74	CAUGHT	return ((type(uint32).max - r.eights) << ID_BITS) | id	//return ((type(uint32).max - r.eights) << ID_BITS) | id
CreditKeys.sol	CR	75	COMPILATION FAILURE	p == Preset.Print	//p == Preset.Print
CreditKeys.sol	CR	75	CAUGHT	return ((5 - printRank(r.register)) << ID_BITS) | id	//return ((5 - printRank(r.register)) << ID_BITS) | id
CreditKeys.sol	CR	76	COMPILATION FAILURE	p == Preset.Weight	//p == Preset.Weight
CreditKeys.sol	CR	76	CAUGHT	return (((weightRank(r.weight) << 16) | r.marks) << ID_BITS) | id	//return (((weightRank(r.weight) << 16) | r.marks) << ID_BITS) | id
CreditKeys.sol	CR	77	COMPILATION FAILURE	p == Preset.Rarity	//p == Preset.Rarity
CreditKeys.sol	CR	78	COMPILATION FAILURE	uint256 score = colorWeight(mask) + printWeight(r.register) + weightWeight(r.weight) + eightsWeight(r.eights)	//uint256 score = colorWeight(mask) + printWeight(r.register) + weightWeight(r.weight) + eightsWeight(r.eights)
CreditKeys.sol	CR	79	CAUGHT	return ((type(uint64).max - score) << ID_BITS) | id	//return ((type(uint64).max - score) << ID_BITS) | id
CreditKeys.sol	CR	81	UNCAUGHT	revert("preset")	//revert("preset")
CreditKeys.sol	CR	86	COMPILATION FAILURE	mask == 1	//mask == 1
CreditKeys.sol	CR	86	UNCAUGHT	return 0	//return 0
CreditKeys.sol	CR	87	COMPILATION FAILURE	mask == 2	//mask == 2
CreditKeys.sol	CR	87	UNCAUGHT	return 1	//return 1
CreditKeys.sol	CR	88	COMPILATION FAILURE	mask == 4	//mask == 4
CreditKeys.sol	CR	88	UNCAUGHT	return 2	//return 2
CreditKeys.sol	CR	89	COMPILATION FAILURE	mask == 8	//mask == 8
CreditKeys.sol	CR	89	UNCAUGHT	return 3	//return 3
CreditKeys.sol	CR	90	COMPILATION FAILURE	mask == 3	//mask == 3
CreditKeys.sol	CR	90	UNCAUGHT	return 4	//return 4
CreditKeys.sol	CR	91	COMPILATION FAILURE	mask == 5	//mask == 5
CreditKeys.sol	CR	91	UNCAUGHT	return 5	//return 5
CreditKeys.sol	CR	92	COMPILATION FAILURE	mask == 6	//mask == 6
CreditKeys.sol	CR	92	UNCAUGHT	return 6	//return 6
CreditKeys.sol	CR	93	COMPILATION FAILURE	mask == 9	//mask == 9
CreditKeys.sol	CR	93	UNCAUGHT	return 7	//return 7
CreditKeys.sol	CR	94	COMPILATION FAILURE	mask == 10	//mask == 10
CreditKeys.sol	CR	94	UNCAUGHT	return 8	//return 8
CreditKeys.sol	CR	95	COMPILATION FAILURE	mask == 12	//mask == 12
CreditKeys.sol	CR	95	UNCAUGHT	return 9	//return 9
CreditKeys.sol	CR	96	COMPILATION FAILURE	mask == 7	//mask == 7
CreditKeys.sol	CR	96	UNCAUGHT	return 10	//return 10
CreditKeys.sol	CR	97	COMPILATION FAILURE	mask == 11	//mask == 11
CreditKeys.sol	CR	97	UNCAUGHT	return 11	//return 11
CreditKeys.sol	CR	98	COMPILATION FAILURE	mask == 13	//mask == 13
CreditKeys.sol	CR	98	UNCAUGHT	return 12	//return 12
CreditKeys.sol	CR	99	COMPILATION FAILURE	mask == 14	//mask == 14
CreditKeys.sol	CR	99	UNCAUGHT	return 13	//return 13
CreditKeys.sol	CR	100	UNCAUGHT	return 14	//return 14
CreditKeys.sol	CR	105	COMPILATION FAILURE	bytes32 h = keccak256(bytes(reg))	//bytes32 h = keccak256(bytes(reg))
CreditKeys.sol	CR	106	COMPILATION FAILURE	h == keccak256("Registered")	//h == keccak256("Registered")
CreditKeys.sol	CR	106	CAUGHT	return 0	//return 0
CreditKeys.sol	CR	107	COMPILATION FAILURE	h == keccak256("Nudge")	//h == keccak256("Nudge")
CreditKeys.sol	CR	107	CAUGHT	return 1	//return 1
CreditKeys.sol	CR	108	COMPILATION FAILURE	h == keccak256("Slip")	//h == keccak256("Slip")
CreditKeys.sol	CR	108	CAUGHT	return 2	//return 2
CreditKeys.sol	CR	110	COMPILATION FAILURE	h == keccak256("Drift")	//h == keccak256("Drift")
CreditKeys.sol	CR	110	CAUGHT	return 4	//return 4
CreditKeys.sol	CR	111	COMPILATION FAILURE	h == keccak256("Loose")	//h == keccak256("Loose")
CreditKeys.sol	CR	111	CAUGHT	return 5	//return 5
CreditKeys.sol	CR	112	UNCAUGHT	revert("print")	//revert("print")
CreditKeys.sol	CR	117	COMPILATION FAILURE	bytes32 h = keccak256(bytes(w))	//bytes32 h = keccak256(bytes(w))
CreditKeys.sol	CR	118	COMPILATION FAILURE	h == keccak256("sparse")	//h == keccak256("sparse")
CreditKeys.sol	CR	118	CAUGHT	return 0	//return 0
CreditKeys.sol	CR	119	COMPILATION FAILURE	h == keccak256("lean")	//h == keccak256("lean")
CreditKeys.sol	CR	119	CAUGHT	return 1	//return 1
CreditKeys.sol	CR	120	COMPILATION FAILURE	h == keccak256("even")	//h == keccak256("even")
CreditKeys.sol	CR	120	CAUGHT	return 2	//return 2
CreditKeys.sol	CR	121	COMPILATION FAILURE	h == keccak256("extreme")	//h == keccak256("extreme")
CreditKeys.sol	CR	121	CAUGHT	return 3	//return 3
CreditKeys.sol	CR	122	UNCAUGHT	revert("weight")	//revert("weight")
CreditKeys.sol	CR	127	COMPILATION FAILURE	mask == 1	//mask == 1
CreditKeys.sol	CR	127	UNCAUGHT	return 3908947081	//return 3908947081
CreditKeys.sol	CR	128	COMPILATION FAILURE	mask == 2	//mask == 2
CreditKeys.sol	CR	128	UNCAUGHT	return 3913745110	//return 3913745110
CreditKeys.sol	CR	129	COMPILATION FAILURE	mask == 3	//mask == 3
CreditKeys.sol	CR	129	UNCAUGHT	return 3903634585	//return 3903634585
CreditKeys.sol	CR	130	COMPILATION FAILURE	mask == 4	//mask == 4
CreditKeys.sol	CR	130	UNCAUGHT	return 3908060305	//return 3908060305
CreditKeys.sol	CR	131	COMPILATION FAILURE	mask == 5	//mask == 5
CreditKeys.sol	CR	131	UNCAUGHT	return 3919631122	//return 3919631122
CreditKeys.sol	CR	132	COMPILATION FAILURE	mask == 6	//mask == 6
CreditKeys.sol	CR	132	UNCAUGHT	return 3887463858	//return 3887463858
CreditKeys.sol	CR	133	COMPILATION FAILURE	mask == 7	//mask == 7
CreditKeys.sol	CR	133	UNCAUGHT	return 3915169818	//return 3915169818
CreditKeys.sol	CR	134	COMPILATION FAILURE	mask == 8	//mask == 8
CreditKeys.sol	CR	134	UNCAUGHT	return 3939426425	//return 3939426425
CreditKeys.sol	CR	135	COMPILATION FAILURE	mask == 9	//mask == 9
CreditKeys.sol	CR	135	UNCAUGHT	return 3889562832	//return 3889562832
CreditKeys.sol	CR	136	COMPILATION FAILURE	mask == 10	//mask == 10
CreditKeys.sol	CR	136	UNCAUGHT	return 3910011931	//return 3910011931
CreditKeys.sol	CR	137	COMPILATION FAILURE	mask == 11	//mask == 11
CreditKeys.sol	CR	137	UNCAUGHT	return 3901515053	//return 3901515053
CreditKeys.sol	CR	138	COMPILATION FAILURE	mask == 12	//mask == 12
CreditKeys.sol	CR	138	UNCAUGHT	return 3926259272	//return 3926259272
